BatsmanName,BowlerName,0s,1s,2s,3s,4s,5s,6s,extras,wickets,total_balls
A Ashish Reddy,A Nehra,4,4,0,0,1,0,0,0,1,9
A Ashish Reddy,AB Dinda,1,5,0,0,1,0,0,0,0,7
A Ashish Reddy,AD Mathews,2,5,2,0,1,0,2,0,0,12
A Ashish Reddy,AD Russell,0,2,1,0,0,0,0,0,1,3
A Ashish Reddy,Anureet Singh,0,2,0,0,0,0,0,0,0,2
A Ashish Reddy,Azhar Mahmood,1,2,0,0,0,0,0,0,0,3
A Ashish Reddy,B Kumar,0,1,0,0,0,0,0,0,0,1
A Ashish Reddy,BW Hilfenhaus,1,0,1,0,0,0,0,0,1,2
A Ashish Reddy,CH Morris,1,2,0,1,0,0,1,0,0,5
A Ashish Reddy,DJ Bravo,4,4,1,0,3,0,1,0,1,13
A Ashish Reddy,Harbhajan Singh,3,3,1,0,0,0,1,0,0,8
A Ashish Reddy,Imran Tahir,0,2,0,0,0,0,0,0,0,2
A Ashish Reddy,J Botha,2,0,0,0,0,0,0,0,0,2
A Ashish Reddy,JEC Franklin,1,1,1,0,0,0,0,0,0,3
A Ashish Reddy,JP Duminy,0,1,0,0,0,0,0,0,0,1
A Ashish Reddy,JP Faulkner,1,0,1,0,0,0,0,0,0,2
A Ashish Reddy,KA Pollard,1,1,1,0,0,0,0,0,1,3
A Ashish Reddy,KK Cooper,1,2,1,0,1,0,0,0,0,5
A Ashish Reddy,M Kartik,3,4,1,0,0,0,0,0,0,8
A Ashish Reddy,M Morkel,1,3,1,0,0,0,0,0,1,5
A Ashish Reddy,MG Johnson,0,1,1,0,1,0,0,0,0,3
A Ashish Reddy,MM Patel,2,0,0,0,0,0,0,0,1,2
A Ashish Reddy,MM Sharma,0,1,0,0,0,0,1,0,0,2
A Ashish Reddy,MR Marsh,0,3,0,0,0,0,0,0,0,3
A Ashish Reddy,MS Gony,2,1,0,0,1,0,0,0,0,4
A Ashish Reddy,NM Coulter-Nile,1,0,0,0,0,0,0,0,1,1
A Ashish Reddy,P Awana,1,0,0,0,1,0,0,0,1,2
A Ashish Reddy,P Kumar,1,2,0,0,1,0,0,0,0,4
A Ashish Reddy,PP Chawla,0,2,0,0,0,0,0,0,0,2
A Ashish Reddy,PV Tambe,1,3,0,0,0,0,0,0,0,4
A Ashish Reddy,Parvez Rasool,2,4,0,0,2,0,1,0,0,9
A Ashish Reddy,R Vinay Kumar,2,7,1,0,0,0,1,0,2,11
A Ashish Reddy,RJ Peterson,3,1,0,0,0,0,1,0,0,5
A Ashish Reddy,RP Singh,1,1,0,0,0,0,0,0,1,2
A Ashish Reddy,SL Malinga,2,1,1,0,0,0,0,0,0,4
A Ashish Reddy,SMSM Senanayake,2,1,1,0,0,0,0,0,1,4
A Ashish Reddy,SP Narine,0,1,0,0,0,0,0,0,0,1
A Ashish Reddy,SR Watson,2,3,0,0,0,0,0,0,1,5
A Ashish Reddy,STR Binny,1,2,1,0,0,0,0,0,1,4
A Ashish Reddy,SW Tait,1,0,1,0,2,0,0,0,0,4
A Ashish Reddy,Sandeep Sharma,0,1,0,0,0,0,2,0,0,3
A Ashish Reddy,TG Southee,0,2,1,0,0,0,1,0,0,4
A Ashish Reddy,UT Yadav,1,5,1,0,2,0,1,0,0,10
A Ashish Reddy,YS Chahal,4,1,0,0,0,0,2,0,0,7
A Chandila,R Rampaul,1,1,0,0,0,0,0,0,0,2
A Chandila,R Vinay Kumar,1,1,0,0,0,0,0,0,0,2
A Chandila,RP Singh,0,2,0,0,0,0,0,0,0,2
A Chandila,V Pratap Singh,1,0,0,0,0,0,0,0,1,1
A Chopra,DP Vijaykumar,4,1,0,0,0,0,0,0,0,5
A Chopra,DW Steyn,3,1,0,0,0,0,0,0,1,4
A Chopra,GD McGrath,2,2,0,0,0,0,0,0,0,4
A Chopra,Harmeet Singh,5,2,0,0,1,0,0,0,0,8
A Chopra,JR Hopes,1,1,0,0,0,0,0,0,1,2
A Chopra,PJ Sangwan,6,3,0,0,1,0,0,0,1,10
A Chopra,PP Chawla,0,1,0,0,0,0,0,0,0,1
A Chopra,PP Ojha,3,3,0,0,0,0,0,0,1,6
A Chopra,RP Singh,0,4,1,0,1,0,0,0,0,6
A Chopra,SB Bangar,1,1,0,0,2,0,0,0,0,4
A Chopra,SB Styris,5,1,0,0,1,0,0,0,0,7
A Chopra,SM Pollock,3,1,0,0,0,0,0,0,0,4
A Chopra,VY Mahesh,2,1,0,0,1,0,0,0,0,4
A Chopra,WPUJC Vaas,1,1,0,0,0,0,0,0,0,2
A Chopra,Y Venugopal Rao,4,2,1,0,0,0,0,0,1,7
A Chopra,Z Khan,0,1,0,0,0,0,0,0,0,1
A Flintoff,A Nehra,2,1,1,0,0,0,0,0,1,4
A Flintoff,DJ Bravo,3,1,0,1,1,0,1,0,0,7
A Flintoff,DL Vettori,3,2,1,0,0,0,0,0,0,6
A Flintoff,DP Nannes,1,0,0,0,0,0,0,0,0,1
A Flintoff,DW Steyn,1,5,0,0,1,0,1,0,0,8
A Flintoff,Harbhajan Singh,2,3,0,0,0,0,0,0,1,5
A Flintoff,KP Pietersen,1,2,0,0,1,0,0,0,0,4
A Flintoff,MK Tiwary,0,3,0,0,0,0,0,0,0,3
A Flintoff,P Kumar,0,2,0,0,0,0,0,0,0,2
A Flintoff,PJ Sangwan,0,3,0,0,1,0,0,0,0,4
A Flintoff,RR Raje,0,1,0,0,0,0,0,0,0,1
A Flintoff,SL Malinga,1,2,0,0,1,0,0,0,0,4
A Flintoff,ST Jayasuriya,0,3,0,0,1,0,0,0,0,4
A Flintoff,Z Khan,3,1,0,0,0,0,0,0,0,4
A Kumble,A Flintoff,1,1,0,0,0,0,0,0,0,2
A Kumble,A Mishra,0,1,0,0,0,0,0,0,0,1
A Kumble,AB McDonald,0,1,0,0,0,0,0,0,0,1
A Kumble,CRD Fernando,1,2,0,0,0,0,0,0,0,3
A Kumble,DJ Bravo,1,1,0,0,1,0,0,0,0,3
A Kumble,Harbhajan Singh,1,1,0,0,0,0,0,0,0,2
A Kumble,Harmeet Singh,1,1,0,0,0,0,0,0,0,2
A Kumble,IK Pathan,2,2,0,0,2,0,0,0,0,6
A Kumble,JA Morkel,0,0,1,0,0,0,0,0,0,1
A Kumble,M Muralitharan,3,0,0,0,0,0,0,0,0,3
A Kumble,PP Chawla,3,1,0,0,0,0,0,0,0,4
A Kumble,R McLaren,1,2,0,0,0,0,0,0,0,3
A Kumble,RA Jadeja,1,2,0,0,0,0,0,0,0,3
A Kumble,RJ Harris,1,1,0,0,0,0,0,0,0,2
A Kumble,RP Singh,0,2,0,0,0,0,0,0,0,2
A Kumble,SK Warne,1,1,0,0,1,0,0,0,0,3
A Kumble,SL Malinga,0,1,0,0,0,0,0,0,0,1
A Kumble,Sohail Tanvir,1,1,0,0,0,0,0,0,1,2
A Kumble,VRV Singh,1,2,0,0,0,0,0,0,0,3
A Kumble,YA Abdulla,1,1,0,0,0,0,0,0,1,2
A Mishra,A Nehra,0,2,1,0,0,0,0,0,1,3
A Mishra,A Singh,0,2,0,0,0,0,0,0,0,2
A Mishra,A Symonds,1,0,0,0,0,0,0,0,1,1
A Mishra,AB Agarkar,1,4,0,0,0,0,0,0,0,5
A Mishra,AB Dinda,3,9,1,0,2,0,0,0,1,15
A Mishra,AD Mathews,2,6,0,0,0,0,0,0,0,8
A Mishra,AG Murtaza,0,3,0,0,0,0,0,0,0,3
A Mishra,AN Ahmed,1,3,0,0,0,0,0,0,1,4
A Mishra,Azhar Mahmood,0,3,0,0,1,0,0,0,0,4
A Mishra,B Lee,0,2,0,0,0,0,0,0,0,2
A Mishra,CH Morris,3,1,1,0,0,0,0,0,0,5
A Mishra,CRD Fernando,1,2,1,0,0,0,0,0,1,4
A Mishra,D Wiese,0,1,0,0,0,0,0,0,0,1
A Mishra,DE Bollinger,4,0,1,0,0,0,0,0,2,5
A Mishra,DJ Bravo,0,2,0,0,0,0,0,0,0,2
A Mishra,DS Kulkarni,1,2,0,1,0,0,0,0,0,4
A Mishra,GB Hogg,5,1,0,0,0,0,0,0,1,6
A Mishra,Harbhajan Singh,2,6,0,0,1,0,0,0,0,9
A Mishra,Harmeet Singh,1,0,0,0,0,0,0,0,1,1
A Mishra,I Sharma,2,1,0,0,0,0,0,0,0,3
A Mishra,IK Pathan,1,4,2,0,0,0,0,0,0,7
A Mishra,Iqbal Abdulla,2,5,0,0,2,0,0,0,1,9
A Mishra,J Theron,0,4,0,0,0,0,0,0,0,4
A Mishra,JA Morkel,1,1,0,0,0,0,0,0,0,2
A Mishra,JD Unadkat,0,2,0,0,0,0,1,0,0,3
A Mishra,JH Kallis,2,4,2,0,0,0,0,0,0,8
A Mishra,JJ Bumrah,2,0,0,0,0,0,0,0,1,2
A Mishra,JO Holder,6,1,1,0,2,0,0,0,0,10
A Mishra,JP Duminy,0,0,1,0,1,0,1,0,0,3
A Mishra,JP Faulkner,2,0,0,0,1,0,0,0,2,3
A Mishra,KA Pollard,6,4,0,0,0,0,0,0,1,10
A Mishra,KK Cooper,3,5,0,0,0,0,0,0,0,8
A Mishra,Kamran Khan,1,0,0,0,0,0,0,0,1,1
A Mishra,L Ablish,0,4,0,0,0,0,0,0,0,4
A Mishra,L Balaji,4,5,1,0,3,0,1,0,0,14
A Mishra,LR Shukla,1,0,0,0,0,0,0,0,1,1
A Mishra,M Morkel,3,5,2,0,1,0,0,0,1,11
A Mishra,MA Starc,2,1,0,0,0,0,0,0,1,3
A Mishra,MG Johnson,1,1,0,0,0,0,0,0,0,2
A Mishra,MJ McClenaghan,1,0,0,0,0,0,0,0,0,1
A Mishra,MM Patel,6,4,0,0,7,0,0,0,1,17
A Mishra,MM Sharma,1,0,0,0,0,0,0,0,0,1
A Mishra,MR Marsh,2,5,0,0,1,0,0,0,1,8
A Mishra,NLTC Perera,1,0,0,0,0,0,0,0,1,1
A Mishra,P Awana,0,1,0,0,0,0,0,0,0,1
A Mishra,PC Valthaty,1,0,0,0,0,0,0,0,1,1
A Mishra,PP Chawla,1,3,0,0,0,0,0,0,0,4
A Mishra,PP Ojha,4,2,0,0,0,0,0,0,0,6
A Mishra,R Ashwin,7,5,0,0,0,0,0,0,1,12
A Mishra,R Bhatia,0,1,0,0,0,0,0,0,0,1
A Mishra,R Dhawan,0,1,0,0,0,0,0,0,0,1
A Mishra,R Sharma,0,6,0,0,0,0,0,0,0,6
A Mishra,R Vinay Kumar,1,1,0,0,0,0,0,0,0,2
A Mishra,RA Jadeja,0,1,0,0,0,0,0,0,0,1
A Mishra,RP Singh,0,3,0,0,0,0,0,0,0,3
A Mishra,SC Ganguly,5,8,1,0,1,0,0,0,0,15
A Mishra,SK Trivedi,7,6,3,0,1,0,0,0,1,17
A Mishra,SK Warne,2,2,0,0,0,0,0,0,0,4
A Mishra,SL Malinga,7,4,0,0,0,0,0,0,2,11
A Mishra,SP Narine,0,1,0,0,0,0,0,0,0,1
A Mishra,SR Watson,2,1,0,0,1,0,0,0,0,4
A Mishra,ST Jayasuriya,0,1,0,0,0,0,0,0,0,1
A Mishra,STR Binny,4,3,0,0,0,0,0,0,0,7
A Mishra,TG Southee,1,1,0,0,0,0,0,0,0,2
A Mishra,UT Yadav,2,2,0,0,1,0,0,0,0,5
A Mishra,WPUJC Vaas,1,0,0,0,0,0,0,0,1,1
A Mithun,A Mishra,1,0,0,0,0,0,0,0,1,1
A Mithun,DJ Bravo,1,1,0,0,0,0,0,0,1,2
A Mithun,DL Vettori,1,1,0,0,1,0,0,0,0,3
A Mithun,M Morkel,2,0,0,0,0,0,0,0,1,2
A Mithun,PC Valthaty,1,1,1,0,0,0,0,0,0,3
A Mithun,PP Chawla,0,1,0,0,0,0,0,0,0,1
A Mithun,R Ashwin,0,2,0,0,0,0,0,0,0,2
A Mithun,RJ Harris,2,2,0,0,1,0,1,0,1,6
A Mithun,SK Raina,0,1,1,0,2,0,0,0,0,4
A Mithun,SP Narine,1,0,1,0,0,0,0,0,1,2
A Mukund,A Chandila,0,3,1,0,0,0,0,0,0,4
A Mukund,JP Faulkner,3,4,0,0,0,0,0,0,0,7
A Mukund,S Sreesanth,0,1,0,0,0,0,0,0,0,1
A Mukund,SK Trivedi,2,1,0,0,0,0,0,0,1,3
A Mukund,SR Watson,2,3,1,0,1,0,0,0,0,7
A Mukund,Sohail Tanvir,1,0,0,0,0,0,0,0,1,1
A Nehra,AD Mascarenhas,0,3,0,0,0,0,0,0,0,3
A Nehra,AD Russell,0,3,0,0,0,0,0,0,0,3
A Nehra,DJ Bravo,1,0,0,0,0,0,0,0,1,1
A Nehra,GB Hogg,1,0,0,0,0,0,0,0,0,1
A Nehra,Harmeet Singh,2,3,0,0,1,0,0,0,0,6
A Nehra,IK Pathan,8,1,0,0,0,0,0,0,1,9
A Nehra,J Theron,1,1,0,0,0,0,0,0,0,2
A Nehra,Joginder Sharma,1,1,0,0,0,0,0,0,0,2
A Nehra,KA Pollard,1,0,0,0,0,0,0,0,1,1
A Nehra,MA Starc,1,1,0,0,0,0,0,0,1,2
A Nehra,MG Johnson,1,1,0,0,0,0,0,0,0,2
A Nehra,MR Marsh,2,0,1,0,1,0,0,0,0,4
A Nehra,NLTC Perera,1,0,0,0,0,0,0,0,1,1
A Nehra,NM Coulter-Nile,0,1,0,0,0,0,0,0,0,1
A Nehra,P Awana,1,1,0,0,0,0,0,0,1,2
A Nehra,R Sharma,1,1,0,0,0,0,1,0,0,3
A Nehra,S Sreesanth,2,0,1,0,0,0,0,0,0,3
A Nehra,SL Malinga,3,0,0,0,0,0,0,0,1,3
A Nehra,SP Narine,1,0,0,0,0,0,0,0,1,1
A Nehra,STR Binny,1,1,1,0,1,0,0,0,0,4
A Nehra,SW Tait,2,2,0,0,0,0,0,0,0,4
A Nehra,VRV Singh,0,2,0,0,0,0,0,0,0,2
A Nehra,WPUJC Vaas,0,3,0,0,0,0,0,0,0,3
A Singh,A Mishra,1,0,0,0,0,0,0,0,1,1
A Singh,AB Agarkar,1,1,0,0,0,0,0,0,0,2
A Singh,DE Bollinger,0,1,0,0,0,0,0,0,0,1
A Singh,KA Pollard,2,1,0,0,0,0,0,0,1,3
A Singh,SK Raina,1,0,0,0,0,0,0,0,1,1
A Singh,Shakib Al Hasan,2,0,0,0,0,0,0,0,1,2
A Symonds,A Kumble,5,5,2,0,1,0,0,0,2,13
A Symonds,A Mishra,17,12,7,0,1,0,5,0,3,42
A Symonds,A Nehra,0,2,0,0,0,0,0,0,0,2
A Symonds,AB Agarkar,2,14,2,0,1,0,1,0,2,20
A Symonds,AB Dinda,2,0,0,0,0,0,0,0,0,2
A Symonds,AC Thomas,2,2,0,0,0,0,0,0,0,4
A Symonds,AD Mathews,3,3,2,0,0,0,0,0,0,8
A Symonds,AL Menaria,0,1,0,0,0,0,0,0,0,1
A Symonds,AP Dole,1,4,0,0,0,0,0,0,0,5
A Symonds,Anand Rajan,1,1,0,0,0,0,0,0,0,2
A Symonds,B Akhil,0,2,0,0,0,0,0,0,0,2
A Symonds,B Lee,3,5,1,0,0,0,0,0,0,9
A Symonds,BA Bhatt,2,2,0,0,0,0,0,0,0,4
A Symonds,BJ Hodge,1,1,0,0,0,0,0,0,0,2
A Symonds,Bipul Sharma,2,4,1,1,0,0,1,0,0,9
A Symonds,CH Gayle,1,1,0,0,0,0,0,0,1,2
A Symonds,CK Langeveldt,1,1,0,0,1,0,0,0,0,3
A Symonds,D Salunkhe,0,1,0,0,0,0,1,0,0,2
A Symonds,DE Bollinger,2,6,0,0,1,0,0,0,0,9
A Symonds,DJ Bravo,1,1,0,0,1,0,0,0,0,3
A Symonds,DJ Hussey,3,4,0,0,1,0,2,0,0,10
A Symonds,DP Nannes,1,7,2,0,4,0,0,0,0,14
A Symonds,DT Christian,4,6,1,0,1,0,0,0,0,12
A Symonds,DW Steyn,7,9,3,0,4,0,1,0,1,24
A Symonds,GD McGrath,3,0,0,0,2,0,0,0,0,5
A Symonds,I Sharma,5,9,1,0,1,0,0,0,1,16
A Symonds,IK Pathan,2,6,1,0,1,0,1,0,0,11
A Symonds,J Botha,2,1,0,0,0,0,0,0,1,3
A Symonds,J Theron,1,2,0,0,0,0,0,0,1,3
A Symonds,JA Morkel,7,6,2,0,2,0,1,0,1,18
A Symonds,JE Taylor,1,1,1,0,0,0,0,0,1,3
A Symonds,JH Kallis,5,7,0,0,4,0,1,0,0,17
A Symonds,JM Kemp,4,2,0,0,0,0,0,0,0,6
A Symonds,JR Hopes,0,1,0,0,0,0,0,0,0,1
A Symonds,Joginder Sharma,0,1,0,0,0,0,1,0,0,2
A Symonds,KA Pollard,0,5,1,0,0,0,0,0,0,6
A Symonds,KP Appanna,0,4,0,0,1,0,0,0,0,5
A Symonds,L Balaji,4,6,0,0,1,0,2,0,0,13
A Symonds,M Kartik,9,10,2,0,1,0,0,0,0,22
A Symonds,M Morkel,8,4,0,0,2,0,0,0,0,14
A Symonds,M Muralitharan,9,6,0,0,0,0,0,0,0,15
A Symonds,MB Parmar,2,4,0,0,3,0,0,0,0,9
A Symonds,MC Henriques,1,1,0,0,0,0,0,0,1,2
A Symonds,MF Maharoof,1,1,0,0,0,0,0,0,1,2
A Symonds,MM Patel,2,4,0,1,4,0,0,0,0,11
A Symonds,Mashrafe Mortaza,0,1,0,0,0,0,0,0,1,1
A Symonds,Mohammad Asif,4,0,1,0,0,0,0,0,0,5
A Symonds,Mohammad Hafeez,9,4,0,0,0,0,0,0,0,13
A Symonds,P Kumar,6,5,1,0,2,0,1,0,0,15
A Symonds,PD Collingwood,2,3,1,0,1,0,1,0,0,8
A Symonds,PJ Sangwan,1,3,0,0,1,0,0,0,0,5
A Symonds,PP Chawla,6,11,6,0,0,0,2,0,0,25
A Symonds,PP Ojha,5,3,0,0,0,0,0,0,0,8
A Symonds,Pankaj Singh,2,4,0,0,0,0,0,0,0,6
A Symonds,R Ashwin,5,8,1,0,1,0,1,0,1,16
A Symonds,R Bhatia,1,0,0,0,0,0,0,0,1,1
A Symonds,R McLaren,4,1,2,0,1,0,0,0,1,8
A Symonds,R Sharma,0,2,0,0,0,0,0,0,0,2
A Symonds,R Vinay Kumar,3,4,1,0,2,0,1,0,0,11
A Symonds,RA Jadeja,4,3,1,0,1,0,0,0,1,9
A Symonds,RE van der Merwe,6,3,1,0,1,0,1,0,1,12
A Symonds,RJ Harris,0,2,0,0,0,0,0,0,0,2
A Symonds,RR Powar,4,2,2,0,1,0,0,0,0,9
A Symonds,S Ladda,2,2,0,0,0,0,1,0,0,5
A Symonds,S Narwal,2,1,0,0,3,0,0,0,0,6
A Symonds,S Randiv,4,2,1,0,1,0,0,0,0,8
A Symonds,S Sreesanth,2,3,1,0,3,0,3,0,0,12
A Symonds,SB Jakati,7,4,4,0,2,1,2,0,0,20
A Symonds,SE Bond,4,2,1,0,1,0,0,0,0,8
A Symonds,SJ Srivastava,3,3,0,0,1,0,0,0,0,7
A Symonds,SK Raina,3,7,0,0,0,0,0,0,0,10
A Symonds,SK Trivedi,2,11,1,1,4,0,2,0,1,21
A Symonds,SK Warne,8,17,5,1,3,0,4,0,0,38
A Symonds,SL Malinga,4,2,0,0,0,0,0,0,1,6
A Symonds,SR Watson,7,7,0,0,2,0,0,0,0,16
A Symonds,SW Tait,1,2,0,0,0,0,0,0,0,3
A Symonds,T Thushara,2,4,0,0,0,0,0,0,0,6
A Symonds,TM Dilshan,2,1,0,0,0,0,2,0,0,5
A Symonds,UT Yadav,5,5,0,0,2,0,0,0,0,12
A Symonds,V Kohli,2,4,1,0,0,0,1,0,0,8
A Symonds,VY Mahesh,0,1,0,0,0,0,0,0,0,1
A Symonds,WA Mota,4,4,4,0,0,0,0,0,0,12
A Symonds,WD Parnell,2,2,0,0,2,0,0,0,0,6
A Symonds,Y Nagar,1,2,0,0,2,0,1,0,0,6
A Symonds,YK Pathan,0,1,1,0,0,0,1,0,0,3
A Symonds,Yuvraj Singh,6,7,2,0,0,0,0,0,2,15
A Symonds,Z Khan,0,3,0,0,0,0,0,0,0,3
A Uniyal,DP Nannes,0,3,0,0,0,0,0,0,0,3
A Uniyal,S Ladda,2,1,0,0,0,0,0,0,0,3
A Uniyal,SL Malinga,1,0,0,0,0,0,0,0,1,1
A Zampa,A Nehra,1,0,0,0,0,0,0,0,1,1
AA Bilakhia,A Kumble,0,2,0,0,1,0,0,0,0,3
AA Bilakhia,A Mishra,5,5,1,0,0,0,0,0,1,11
AA Bilakhia,A Nehra,6,3,3,0,1,0,0,0,0,13
AA Bilakhia,DL Vettori,3,2,0,1,0,0,0,0,1,6
AA Bilakhia,DP Nannes,5,0,1,0,1,0,0,0,0,7
AA Bilakhia,JA Morkel,1,5,1,0,0,0,0,0,0,7
AA Bilakhia,JDP Oram,0,2,0,0,0,0,0,0,0,2
AA Bilakhia,L Balaji,0,0,0,0,1,0,0,0,0,1
AA Bilakhia,M Muralitharan,3,1,0,0,0,0,0,0,0,4
AA Bilakhia,P Kumar,1,4,2,0,1,0,0,0,0,8
AA Bilakhia,PJ Sangwan,2,3,0,0,0,0,0,0,0,5
AA Bilakhia,R Vinay Kumar,1,3,1,0,0,0,0,0,1,5
AA Bilakhia,SK Warne,2,1,0,0,0,0,0,0,1,3
AA Bilakhia,SM Harwood,1,0,0,0,0,0,0,0,1,1
AA Bilakhia,SR Watson,0,1,0,0,0,0,0,0,0,1
AA Bilakhia,TM Dilshan,3,3,0,0,0,0,0,0,0,6
AA Bilakhia,V Sehwag,0,1,0,0,0,0,0,0,0,1
AA Bilakhia,YK Pathan,3,1,0,0,0,0,0,0,0,4
AA Chavan,BJ Hodge,2,1,0,0,0,0,0,0,0,3
AA Chavan,KA Pollard,1,0,0,0,0,0,0,0,1,1
AA Chavan,M Morkel,2,1,0,0,1,0,0,0,0,4
AA Chavan,MM Patel,0,0,0,0,1,0,0,0,0,1
AA Chavan,UT Yadav,0,2,0,0,0,0,0,0,0,2
AA Jhunjhunwala,A Kumble,3,4,0,0,0,0,0,0,0,7
AA Jhunjhunwala,A Mishra,2,6,2,0,0,0,0,0,1,10
AA Jhunjhunwala,A Symonds,3,0,0,0,0,0,0,0,0,3
AA Jhunjhunwala,AB Dinda,1,3,0,0,0,0,0,0,0,4
AA Jhunjhunwala,AB McDonald,1,1,0,0,0,0,0,0,0,2
AA Jhunjhunwala,AD Mathews,0,5,0,0,1,0,0,0,0,6
AA Jhunjhunwala,AG Murtaza,2,2,0,0,1,0,1,0,0,6
AA Jhunjhunwala,Azhar Mahmood,1,2,0,0,0,0,0,0,0,3
AA Jhunjhunwala,BJ Hodge,0,3,0,0,1,0,0,0,0,4
AA Jhunjhunwala,BW Hilfenhaus,0,1,0,0,0,0,0,0,0,1
AA Jhunjhunwala,DE Bollinger,1,1,0,0,0,0,0,0,1,2
AA Jhunjhunwala,DP Nannes,2,4,0,0,3,0,0,0,0,9
AA Jhunjhunwala,DS Kulkarni,6,4,0,0,2,0,1,0,0,13
AA Jhunjhunwala,DW Steyn,1,0,0,0,0,0,0,0,0,1
AA Jhunjhunwala,Harbhajan Singh,1,6,0,0,0,0,0,0,1,7
AA Jhunjhunwala,Harmeet Singh,1,0,0,0,0,0,0,0,1,1
AA Jhunjhunwala,I Sharma,1,0,0,0,0,0,0,0,1,1
AA Jhunjhunwala,JA Morkel,0,1,1,0,1,0,0,0,0,3
AA Jhunjhunwala,JH Kallis,8,1,2,0,1,0,0,0,1,12
AA Jhunjhunwala,KA Pollard,2,0,0,0,0,0,0,0,1,2
AA Jhunjhunwala,M Kartik,5,8,2,0,2,0,0,0,1,17
AA Jhunjhunwala,M Morkel,1,1,0,0,0,0,0,0,1,2
AA Jhunjhunwala,M Muralitharan,0,0,0,1,0,0,1,0,0,2
AA Jhunjhunwala,MF Maharoof,1,1,2,0,0,0,0,0,0,4
AA Jhunjhunwala,MM Patel,1,0,0,0,1,0,0,0,0,2
AA Jhunjhunwala,P Awana,1,2,0,0,0,0,0,0,0,3
AA Jhunjhunwala,P Kumar,4,1,0,0,0,0,0,0,1,5
AA Jhunjhunwala,PJ Sangwan,7,6,0,0,1,0,0,0,0,14
AA Jhunjhunwala,PP Chawla,2,3,0,1,0,0,0,0,0,6
AA Jhunjhunwala,PP Ojha,0,1,1,0,0,0,0,0,0,2
AA Jhunjhunwala,Pankaj Singh,2,1,0,0,1,0,0,0,1,4
AA Jhunjhunwala,R McLaren,1,0,0,0,0,0,0,0,0,1
AA Jhunjhunwala,R Sathish,1,2,0,0,0,0,0,0,0,3
AA Jhunjhunwala,R Vinay Kumar,4,1,0,0,0,0,0,0,0,5
AA Jhunjhunwala,RJ Harris,1,0,0,0,1,0,0,0,0,2
AA Jhunjhunwala,RP Singh,0,2,1,0,0,0,0,0,0,3
AA Jhunjhunwala,RR Powar,0,2,0,0,0,0,1,0,0,3
AA Jhunjhunwala,S Ladda,6,7,0,0,1,0,1,0,0,15
AA Jhunjhunwala,SE Bond,1,3,0,0,1,0,0,0,0,5
AA Jhunjhunwala,SJ Srivastava,2,1,0,0,0,0,0,0,1,3
AA Jhunjhunwala,SL Malinga,4,1,1,0,0,0,0,0,1,6
AA Jhunjhunwala,ST Jayasuriya,1,4,2,0,0,0,0,0,0,7
AA Jhunjhunwala,T Thushara,2,0,0,0,1,0,0,0,1,3
AA Jhunjhunwala,UT Yadav,3,0,0,0,1,0,0,0,0,4
AA Noffke,AB Agarkar,4,4,0,0,0,0,0,0,0,8
AA Noffke,SC Ganguly,0,3,0,0,1,0,0,0,1,4
AB Agarkar,A Mishra,6,1,1,0,0,0,0,0,0,8
AB Agarkar,A Nehra,1,1,1,0,0,0,0,0,0,3
AB Agarkar,A Singh,0,1,1,0,0,0,0,0,0,2
AB Agarkar,AB McDonald,0,2,0,0,0,0,0,0,0,2
AB Agarkar,DE Bollinger,2,0,0,0,1,0,0,0,0,3
AB Agarkar,DJ Bravo,1,2,1,0,0,0,0,0,1,4
AB Agarkar,DJ Thornely,3,2,0,0,0,0,0,0,0,5
AB Agarkar,DP Nannes,2,2,1,0,1,0,0,0,0,6
AB Agarkar,DS Kulkarni,0,2,0,0,1,0,0,0,0,3
AB Agarkar,DW Steyn,1,1,0,0,0,0,0,0,0,2
AB Agarkar,IK Pathan,0,2,0,0,0,0,0,0,0,2
AB Agarkar,J Botha,0,3,0,0,0,0,0,0,0,3
AB Agarkar,JH Kallis,0,2,0,0,0,0,0,0,0,2
AB Agarkar,Jaskaran Singh,0,1,0,0,0,0,0,0,0,1
AB Agarkar,Joginder Sharma,0,3,0,0,0,0,0,0,0,3
AB Agarkar,KAJ Roach,1,1,1,0,1,0,0,0,0,4
AB Agarkar,Kamran Khan,0,1,0,0,0,0,0,0,0,1
AB Agarkar,M Muralitharan,1,2,0,0,1,0,0,0,0,4
AB Agarkar,MS Gony,1,0,1,0,0,0,0,0,1,2
AB Agarkar,P Amarnath,0,0,1,0,1,0,0,0,0,2
AB Agarkar,P Awana,0,2,1,0,0,0,0,0,0,3
AB Agarkar,P Kumar,2,8,0,0,0,0,0,0,0,10
AB Agarkar,PD Collingwood,1,0,3,0,0,0,0,0,1,4
AB Agarkar,PJ Sangwan,3,1,1,0,2,0,1,0,1,8
AB Agarkar,R Ashwin,3,1,0,0,0,0,0,0,1,4
AB Agarkar,R Bhatia,1,3,1,0,1,0,1,0,0,7
AB Agarkar,R Vinay Kumar,0,2,1,0,0,0,0,0,0,3
AB Agarkar,RA Jadeja,2,4,0,0,0,0,0,0,0,6
AB Agarkar,RE van der Merwe,0,4,0,0,0,0,0,0,0,4
AB Agarkar,RP Singh,1,0,0,0,0,0,1,0,1,2
AB Agarkar,RR Raje,2,2,0,0,2,0,0,0,0,6
AB Agarkar,SB Styris,0,1,0,0,0,0,0,0,0,1
AB Agarkar,SK Warne,1,4,0,0,0,0,0,0,0,5
